portal_id,Genome,portal_link,DMAT,HYBRID,NRPS,NRPS-Like,PKS,PKS-Like,TC,Total
Lenrap1,Lentinula raphanica INPA1701G ss19 v1.0,https://mycocosm.jgi.doe.gov/Lenrap1,0,0,1,9,8,0,10,28
LraINPA1820_1,Lentinula raphanica INPA1820 v1.0,https://mycocosm.jgi.doe.gov/LraINPA1820_1,0,0,2,10,6,0,8,26
LraJLM1587_1,Lentinula raphanica JLM1587 v1.0,https://mycocosm.jgi.doe.gov/LraJLM1587_1,0,0,1,9,5,0,6,21
Lenra_T_1,Lentinula raphanica TFB8682 v1.0,https://mycocosm.jgi.doe.gov/Lenra_T_1,0,0,1,10,4,0,6,21
LraTFB9207_1,Lentinula raphanica TFB9207 v1.0,https://mycocosm.jgi.doe.gov/LraTFB9207_1,0,0,1,9,5,0,6,21
Lenrap1_155,Lentinula raphanica TFB9929 ss4 v1.0,https://mycocosm.jgi.doe.gov/Lenrap1_155,0,0,1,10,5,1,5,22
Lenti6_1,Lentinus tigrinus ALCF2SS1-6 v1.0,https://mycocosm.jgi.doe.gov/Lenti6_1,0,0,1,13,2,0,10,26
Lenti7_1,Lentinus tigrinus ALCF2SS1-7 v1.0,https://mycocosm.jgi.doe.gov/Lenti7_1,0,0,1,13,2,0,11,27
Sisbr1,Lentinus tigrinus v1.0,https://mycocosm.jgi.doe.gov/Sisbr1,0,0,1,13,2,0,10,26
Lenfl1,Lentithecium fluviatile v1.0,https://mycocosm.jgi.doe.gov/Lenfl1,3,4,6,10,25,4,1,53
Phimu1,Leotiomycetes sp. MPI-SDFR-AT-0126 v1.0,https://mycocosm.jgi.doe.gov/Phimu1,2,4,7,13,12,3,3,44
Leppa1,Lepidopterella palustris v1.0,https://mycocosm.jgi.doe.gov/Leppa1,2,0,5,5,17,3,1,33
Lepnud1,Lepista nuda CBS 247.69 v1.0,https://mycocosm.jgi.doe.gov/Lepnud1,2,0,2,14,6,0,16,40
Lepor2,Leptodontidium sp. MPI-SDFR-AT-0119 v2.0,https://mycocosm.jgi.doe.gov/Lepor2,4,1,10,10,20,6,3,54
Leptod1,Leptodontium sp. PMI_412 v1.0,https://mycocosm.jgi.doe.gov/Leptod1,5,1,11,10,22,4,4,57
Lepmol1,Leptoporus mollis OMC1684 v1.0,https://mycocosm.jgi.doe.gov/Lepmol1,0,0,0,9,2,0,10,21
Lepmu1,Leptosphaeria maculans,https://mycocosm.jgi.doe.gov/Lepmu1,1,0,5,7,10,3,2,28
Lerce1,Leratiomyces ceres mycota028 v1.0,https://mycocosm.jgi.doe.gov/Lerce1,2,1,1,15,3,0,5,27
Lerer1,Leratiomyces erythrocephalus mycota031 v1.0,https://mycocosm.jgi.doe.gov/Lerer1,2,1,1,15,3,0,7,29
Leuca1,Leucangium carthusianum GMNB180 v1.0,https://mycocosm.jgi.doe.gov/Leuca1,0,0,1,3,1,2,0,7
Leugon1,Leucoagaricus gongylophorus AB2 v1.0,https://mycocosm.jgi.doe.gov/Leugon1,2,0,0,6,3,0,4,15
LeugonAL2_1,Leucoagaricus gongylophorus AL2 v1.0,https://mycocosm.jgi.doe.gov/LeugonAL2_1,1,0,0,9,4,0,15,29
LeugonAS2_1,Leucoagaricus gongylophorus AS2 v1.0,https://mycocosm.jgi.doe.gov/LeugonAS2_1,2,0,0,5,3,1,7,18
Leugo1_1,Leucoagaricus gongylophorus Ac12,https://mycocosm.jgi.doe.gov/Leugo1_1,2,0,0,2,1,0,4,9
Leumo1,Leucogyrophana mollusca KUC20120723A-06 v1.0,https://mycocosm.jgi.doe.gov/Leumo1,0,1,3,7,6,0,14,31
Leucr1,Leucosporidiella creatinivora UCDFST 62-1032 v1.0,https://mycocosm.jgi.doe.gov/Leucr1,0,0,1,3,1,0,0,5
Liccor1,Lichtheimia corymbifera JMRC:FSU:9682,https://mycocosm.jgi.doe.gov/Liccor1,0,0,0,5,1,1,0,7
Lichy1,Lichtheimia hyalospora v1.0,https://mycocosm.jgi.doe.gov/Lichy1,0,0,0,6,1,1,0,8
Licra1,Lichtheimia ramosa JMRC FSU 6197,https://mycocosm.jgi.doe.gov/Licra1,0,0,0,4,1,1,0,6
Linpe1,Linderina pennispora ATCC 12442 v1.0,https://mycocosm.jgi.doe.gov/Linpe1,0,0,1,0,15,3,0,19
Linin1,Lindgomyces ingoldianus ATCC 200398 v1.0,https://mycocosm.jgi.doe.gov/Linin1,2,3,14,10,29,7,2,67
Linth1,Lindra thalassiae JK4322 v1.0,https://mycocosm.jgi.doe.gov/Linth1,0,0,2,2,5,2,0,11
Linrh1,Lineolata rhizophorae ATCC 16933 v1.0,https://mycocosm.jgi.doe.gov/Linrh1,1,0,1,1,1,2,0,6
MoeAD073_1,Linnemannia elongata AD073 v1.0,https://mycocosm.jgi.doe.gov/MoeAD073_1,0,0,0,1,1,1,0,3
Lipst1_1,Lipomyces starkeyi NRRL Y-11557 v1.0,https://mycocosm.jgi.doe.gov/Lipst1_1,0,0,1,2,1,3,0,7
Lizem1,Lizonia empirigonia CBS 542.76 v1.0,https://mycocosm.jgi.doe.gov/Lizem1,0,0,6,8,11,3,0,28
LobpulAf1,Lobaria pulmonaria Africa extracted metagenome v1.0,https://mycocosm.jgi.doe.gov/LobpulAf1,3,2,10,13,33,2,7,70
LobpulSc1,Lobaria pulmonaria Scotland extracted metagenome v1.0,https://mycocosm.jgi.doe.gov/LobpulSc1,5,2,9,13,32,3,8,72
Lobpul1,Lobaria pulmonaria Scotland reference genome v1.0,https://mycocosm.jgi.doe.gov/Lobpul1,5,4,10,12,35,3,8,77
LobpulSp1,Lobaria pulmonaria Spain extracted metagenome v1.0,https://mycocosm.jgi.doe.gov/LobpulSp1,5,3,9,12,31,4,6,70
LobpulSw1,Lobaria pulmonaria Switzerland extracted metagenome v1.0,https://mycocosm.jgi.doe.gov/LobpulSw1,4,3,10,13,32,2,8,72
Lobtra1,Lobosporangium transversale NRRL 3116 v1.0,https://mycocosm.jgi.doe.gov/Lobtra1,0,0,1,0,1,1,0,3
Lodelo1,Lodderomyces elongisporus NRRL YB-4239,https://mycocosm.jgi.doe.gov/Lodelo1,0,0,0,1,0,2,0,3
Lolmi1,Lollipopaia minuta P26; CBS 116597 v1.0,https://mycocosm.jgi.doe.gov/Lolmi1,1,3,3,9,8,3,2,29
Lompr1,Lomentospora prolificans JHH-5317,https://mycocosm.jgi.doe.gov/Lompr1,0,1,4,5,4,2,1,17
Lopma1,Lophiostoma macrostomum v1.0,https://mycocosm.jgi.doe.gov/Lopma1,2,1,4,9,15,2,2,35
Lopnu1,Lophiotrema nucula CBS 627.86 v1.0,https://mycocosm.jgi.doe.gov/Lopnu1,1,4,10,7,20,3,4,49
Lopmy1,Lophium mytilinum CBS 269.34 v1.0,https://mycocosm.jgi.doe.gov/Lopmy1,2,0,4,4,7,3,2,22
Lopnit1_1,Lophodermium nitens PLMe3-1-3 v1.0,https://mycocosm.jgi.doe.gov/Lopnit1_1,6,1,11,18,30,2,1,69
Loppic1,Lophodermium piceae NOR1-14_p44 v1.0,https://mycocosm.jgi.doe.gov/Loppic1,4,2,11,20,51,5,3,96
Lorju1,Loramyces juncicola 46458 v1.0,https://mycocosm.jgi.doe.gov/Lorju1,3,4,7,14,18,3,2,51
Lorma1,Loramyces macrosporus CBS235.53 v1.0,https://mycocosm.jgi.doe.gov/Lorma1,3,2,6,13,20,3,3,50
Morsel1,Lunasporangiospora selenospora KOD1015 v1.0,https://mycocosm.jgi.doe.gov/Morsel1,0,0,2,1,1,1,0,5
Lycper1,Lycoperdon perlatum FP-102459-T v1.0,https://mycocosm.jgi.doe.gov/Lycper1,1,0,0,7,4,0,7,19
Lyoat1,Lyophyllum atratum CBS 144462 v1.0,https://mycocosm.jgi.doe.gov/Lyoat1,2,0,0,9,2,0,5,18
Macfu1,Macrolepiota fuliginosa MF-IS2 v1.0,https://mycocosm.jgi.doe.gov/Macfu1,1,0,0,6,2,0,10,19
Macpha1,Macrophomina phaseolina MPI-SDFR-AT-0080 v1.0,https://mycocosm.jgi.doe.gov/Macpha1,0,4,15,15,27,8,9,78
Macph1,Macrophomina phaseolina MS6,https://mycocosm.jgi.doe.gov/Macph1,0,3,13,15,20,6,6,63
Macan1,Macroventuria anomochaeta CBS 525.71 v1.0,https://mycocosm.jgi.doe.gov/Macan1,1,0,3,6,5,2,1,18
Madmy1,Madurella mycetomatis mm55,https://mycocosm.jgi.doe.gov/Madmy1,4,6,8,2,17,4,5,46
Magor1,Magnaporthe oryzae 70-15 v3.0,https://mycocosm.jgi.doe.gov/Magor1,2,3,7,6,21,3,8,50
Magpo1,Magnaporthiopsis poae ATCC 64411,https://mycocosm.jgi.doe.gov/Magpo1,0,1,4,6,11,4,1,27
Malgl1,Malassezia globosa,https://mycocosm.jgi.doe.gov/Malgl1,0,0,2,1,1,0,0,4
Malpa1,Malassezia pachydermatis CBS 1879,https://mycocosm.jgi.doe.gov/Malpa1,0,0,1,2,2,0,0,5
Malsy1_1,Malassezia sympodialis ATCC 42132,https://mycocosm.jgi.doe.gov/Malsy1_1,0,0,2,1,1,0,0,4
Malve1,Malassezia vespertilionis NWHC:44797-103,https://mycocosm.jgi.doe.gov/Malve1,0,0,1,2,1,0,0,4
Marfi1,Marasmius fiardii PR-910 v1.0,https://mycocosm.jgi.doe.gov/Marfi1,1,0,2,16,3,0,15,37
MarPMI226,Mariannaea sp. PMI_226 v1.0,https://mycocosm.jgi.doe.gov/MarPMI226,2,0,9,10,15,2,1,39
Mabrmo1,Marssonina brunnea f. sp. monogermtubi NL1,https://mycocosm.jgi.doe.gov/Mabrmo1,0,1,1,4,6,2,4,18
Marbr1,Marssonina brunnea f. sp. multigermtubi MB_m1,https://mycocosm.jgi.doe.gov/Marbr1,0,1,2,3,6,2,3,17
Marpt1,Martensiomyces pterosporus CBS 209.56 v1.0,https://mycocosm.jgi.doe.gov/Marpt1,0,0,1,0,5,14,0,20
Maseb1,Massarina eburnea CBS 473.64 v1.0,https://mycocosm.jgi.doe.gov/Maseb1,1,2,5,8,12,2,1,31
Masph1,Massariosphaeria phaeospora CBS 611.86 v1.0,https://mycocosm.jgi.doe.gov/Masph1,2,2,3,7,16,3,1,34
Meimi1,Meira miltonrushii MCA 3882 v1.0,https://mycocosm.jgi.doe.gov/Meimi1,0,0,1,5,0,1,0,7
Melap1finSC_191,Melampsora allii-populina 12AY07 v1.0,https://mycocosm.jgi.doe.gov/Melap1finSC_191,0,0,1,2,1,2,0,6
Melame1,Melampsora americana R15-033-03 v1.0,https://mycocosm.jgi.doe.gov/Melame1,0,0,1,3,1,0,0,5
Mellp2_3,Melampsora larici-populina v2.0,https://mycocosm.jgi.doe.gov/Mellp2_3,0,0,1,2,1,0,0,4
Melli1,Melampsora lini CH5,https://mycocosm.jgi.doe.gov/Melli1,0,0,1,2,1,0,0,4
Melmed1,Melampsora medusae f. sp. Deltoidae Mmd05TRE539 v1.0,https://mycocosm.jgi.doe.gov/Melmed1,0,0,0,4,1,0,0,5
Melme_tre1,Melampsora medusae f. sp. tremuloidae Mmt05Ida529 v1.0,https://mycocosm.jgi.doe.gov/Melme_tre1,0,0,0,4,1,1,0,6
MecolCla_1,Melampsora x columbiana Clatskanie v1.0,https://mycocosm.jgi.doe.gov/MecolCla_1,0,0,1,6,2,0,0,9
Melsp1,Melanconium sp. NRRL 54901 v1.0,https://mycocosm.jgi.doe.gov/Melsp1,4,2,10,16,45,4,5,86
Melbro1,Melanogaster broomeianus MBLB.BST v1.0,https://mycocosm.jgi.doe.gov/Melbro1,0,2,1,10,9,3,8,33
Melpu1,Melanomma pulvis-pyrius v1.0,https://mycocosm.jgi.doe.gov/Melpu1,2,5,4,7,29,4,2,53
Meltu1,Melanops tulasnei CBS 116805 v1.0,https://mycocosm.jgi.doe.gov/Meltu1,0,0,9,8,13,3,5,38
Melti1,Melanospora tiffanyae F1KG0001 v1.0,https://mycocosm.jgi.doe.gov/Melti1,0,0,1,5,4,2,1,13
Melen1,Melanotaenium endogenum CBS481.91 v1.0,https://mycocosm.jgi.doe.gov/Melen1,0,0,2,2,3,1,0,8
Melbi2,Meliniomyces bicolor E v2.0,https://mycocosm.jgi.doe.gov/Melbi2,2,1,6,12,23,2,1,47
MelPMI1271_1,Meliniomyces sp. PMI_1271 v1.0,https://mycocosm.jgi.doe.gov/MelPMI1271_1,1,2,5,10,20,2,1,41
Melva1,Meliniomyces variabilis F v1.0,https://mycocosm.jgi.doe.gov/Melva1,1,0,4,14,17,2,1,39
Mereb1,Meredithblackwellia eburnea MCA 4105 v1.0,https://mycocosm.jgi.doe.gov/Mereb1,0,0,1,3,1,0,0,5
Mersum1,Meripilus sumstinei FP 105329 v1.0,https://mycocosm.jgi.doe.gov/Mersum1,1,0,1,3,2,0,8,15
Metac1,Metarhizium acridum CQMa 102,https://mycocosm.jgi.doe.gov/Metac1,3,2,11,7,12,4,1,40
Metal1,Metarhizium album ARSEF 1941,https://mycocosm.jgi.doe.gov/Metal1,3,1,10,6,8,3,0,31
Metani1,Metarhizium anisopliae ARSEF 549,https://mycocosm.jgi.doe.gov/Metani1,5,4,15,12,19,5,2,62
Metbr1,Metarhizium brunneum ARSEF3297,https://mycocosm.jgi.doe.gov/Metbr1,4,6,13,14,19,4,3,63
Metgui1,Metarhizium guizhouense ARSEF977,https://mycocosm.jgi.doe.gov/Metgui1,6,6,14,15,21,3,3,68
Metma1,Metarhizium majus ARSEF 297,https://mycocosm.jgi.doe.gov/Metma1,6,5,12,12,17,5,2,59
Metri1,Metarhizium rileyi RCEF4871,https://mycocosm.jgi.doe.gov/Metri1,1,2,11,6,10,2,0,32
Metro1,Metarhizium robertsii ARSEF 23,https://mycocosm.jgi.doe.gov/Metro1,5,5,13,13,21,3,3,63
Metbi1,Metschnikowia bicuspidata NRRL YB-4993 v1.0,https://mycocosm.jgi.doe.gov/Metbi1,0,0,0,1,0,2,0,3
Metbi_SCcomb,Metschnikowia bicuspidata single-cell v1.0,https://mycocosm.jgi.doe.gov/Metbi_SCcomb,0,0,0,1,0,2,0,3
Metfru2,Metschnikowia fructicola 277,https://mycocosm.jgi.doe.gov/Metfru2,0,0,0,2,0,2,0,4
Metgru1,Metschnikowia gruessii VY0332 v1.0,https://mycocosm.jgi.doe.gov/Metgru1,0,0,0,1,0,2,0,3
Metpul1,Metschnikowia pulcherrima NRRL Y-7111 v1.0,https://mycocosm.jgi.doe.gov/Metpul1,0,0,0,1,0,2,0,3
Mranc1,Metschnikowia rancensis CR1 v1.0,https://mycocosm.jgi.doe.gov/Mranc1,0,0,0,1,0,2,0,3
Metreu1,Metschnikowia reukaufii MR1 v1.1,https://mycocosm.jgi.doe.gov/Metreu1,0,0,0,1,0,2,0,3
MetyHQL305_1,Metschnikowia sp. yHQL305 v1.0,https://mycocosm.jgi.doe.gov/MetyHQL305_1,0,0,0,1,0,2,0,3
Metvi1,Metschnikowia viticola Y813 v1.0,https://mycocosm.jgi.doe.gov/Metvi1,0,0,0,1,0,2,0,3
Meygui1,Meyerozyma guilliermondii ATCC 6260,https://mycocosm.jgi.doe.gov/Meygui1,0,0,0,1,0,2,0,3
Mictr1,Microascus trigonosporus CBS 218.31 v1.0,https://mycocosm.jgi.doe.gov/Mictr1,1,1,3,7,8,2,1,23
ObeP2C70,Microbotryomycetes sp. P2C70 v1.0,https://mycocosm.jgi.doe.gov/ObeP2C70,0,0,1,1,1,0,0,3
Micin1,Microbotryum intermedium 1389 BM 12 12,https://mycocosm.jgi.doe.gov/Micin1,0,0,1,1,1,0,0,3
Micld1,Microbotryum lychnidis-dioicae p1A1 Lamole,https://mycocosm.jgi.doe.gov/Micld1,0,0,1,1,1,0,0,3
Microd1,Microdiplodia sp. AK1800 v1.0,https://mycocosm.jgi.doe.gov/Microd1,4,2,8,8,11,4,1,38
Micbo1,Microdochium bolleyi J235TASD1 v1.0,https://mycocosm.jgi.doe.gov/Micbo1,2,4,4,7,11,2,6,36
Mictri1,Microdochium trichocladiopsis MPI-CAGE-CH-0230 v1.0,https://mycocosm.jgi.doe.gov/Mictri1,3,2,4,9,16,2,5,41
Micca1,Microsporum canis CBS 113480,https://mycocosm.jgi.doe.gov/Micca1,5,5,12,7,11,4,3,47
Micmi1,Microthyrium microscopicum CBS 115976 v1.0,https://mycocosm.jgi.doe.gov/Micmi1,2,0,2,5,7,2,1,19
Mitdap1,Mitosporidium daphniae UGP3,https://mycocosm.jgi.doe.gov/Mitdap1,0,0,0,0,0,1,0,1
Mixos1,Mixia osmundae IAM 14324 v1.0,https://mycocosm.jgi.doe.gov/Mixos1,0,0,1,3,1,0,0,5
Moeli1,Moelleriella libera RCEF2490,https://mycocosm.jgi.doe.gov/Moeli1,2,1,3,8,10,2,1,27
Moean1,Moesziomyces antarcticus JCM 10317,https://mycocosm.jgi.doe.gov/Moean1,0,0,2,5,2,1,0,10
Moeaph1,Moesziomyces aphidis DSM 70725,https://mycocosm.jgi.doe.gov/Moeaph1,0,0,2,6,1,2,0,11
Monha1,Monacrosporium haptotylum CBS 200.50,https://mycocosm.jgi.doe.gov/Monha1,1,1,2,3,3,3,1,14
Monpu1,Monascus purpureus v1.0,https://mycocosm.jgi.doe.gov/Monpu1,0,2,7,5,4,5,0,23
Monru1,Monascus ruber NRRL 1597 v1.0,https://mycocosm.jgi.doe.gov/Monru1,0,3,7,5,10,3,0,28
Monili2,Moniliella sp. MCA 3643 v1.0,https://mycocosm.jgi.doe.gov/Monili2,0,0,2,8,3,2,0,15
Monpe1_1,Moniliophthora perniciosa FA553,https://mycocosm.jgi.doe.gov/Monpe1_1,3,0,0,1,0,1,6,11
MroMCA2997_1,Moniliophthora roreri MCA 2997,https://mycocosm.jgi.doe.gov/MroMCA2997_1,3,0,3,9,11,0,14,40
Morang1,Morchella angusticeps Mel-15 v1.0,https://mycocosm.jgi.doe.gov/Morang1,0,0,1,5,1,2,1,10
Morarb1,Morchella arbutiphila PhC291 v1.0,https://mycocosm.jgi.doe.gov/Morarb1,0,0,1,5,1,2,1,10
Morbru1,Morchella brunnea Mel-22 v1.0,https://mycocosm.jgi.doe.gov/Morbru1,0,0,1,5,1,2,1,10
Morcon1,Morchella conifericola Mel-32 v1.0,https://mycocosm.jgi.doe.gov/Morcon1,0,0,1,5,1,2,1,10
Mordel1,Morchella deliciosa PhC191 v1.0,https://mycocosm.jgi.doe.gov/Mordel1,1,0,1,5,1,2,1,11
Mordim1,Morchella diminutiva Mes-2 v1.0,https://mycocosm.jgi.doe.gov/Mordim1,0,0,1,6,0,2,0,9
Mordis1,Morchella disparilis PhC 293 v1.0,https://mycocosm.jgi.doe.gov/Mordis1,0,0,2,5,0,2,0,9
Moreoh1,Morchella eohespera Mel-19 v1.0,https://mycocosm.jgi.doe.gov/Moreoh1,0,0,1,6,0,2,1,10
Morfluv1,Morchella fluvialis PhC 265 v3.0,https://mycocosm.jgi.doe.gov/Morfluv1,1,0,1,6,0,2,0,10
Morhis1,Morchella hispaniolensis Mel-18 v1.0,https://mycocosm.jgi.doe.gov/Morhis1,2,0,2,6,0,2,1,13
Morco1,Morchella importuna CCBAS932 v1.0,https://mycocosm.jgi.doe.gov/Morco1,0,0,1,6,0,2,1,10
Morimp1,Morchella importuna SCYDJ1-A1 v1.0,https://mycocosm.jgi.doe.gov/Morimp1,0,0,1,5,1,2,1,10
Morkaki1,Morchella kakiicolor PhC 280 v3.0,https://mycocosm.jgi.doe.gov/Morkaki1,0,0,2,5,0,2,0,9
Morpal1,Morchella palazonii PhC 149 v1.0,https://mycocosm.jgi.doe.gov/Morpal1,1,0,1,6,0,2,1,11
Morper1,Morchella peruviana NRRL 66754 v1.0,https://mycocosm.jgi.doe.gov/Morper1,1,0,1,6,0,2,0,10
Morpra1,Morchella prava Mes-7 v1.0,https://mycocosm.jgi.doe.gov/Morpra1,1,0,1,5,1,2,0,10
Morpul1,Morchella pulchella Mel-31 v1.0,https://mycocosm.jgi.doe.gov/Morpul1,0,0,1,5,1,2,1,10
Morpun1,Morchella punctipes GB769 v1.0,https://mycocosm.jgi.doe.gov/Morpun1,0,0,1,5,2,2,0,10
Morsem1,Morchella semilibera PhC 218 v1.0,https://mycocosm.jgi.doe.gov/Morsem1,0,0,2,4,1,2,0,9
Morsny1,Morchella snyderi DOB2414 v1.0,https://mycocosm.jgi.doe.gov/Morsny1,0,0,1,6,0,2,1,10
Morste1,Morchella steppicola PhC 289 v1.0,https://mycocosm.jgi.doe.gov/Morste1,1,0,1,5,1,2,1,11
Morvulg1,Morchella vulgaris PhC 271 v2.0,https://mycocosm.jgi.doe.gov/Morvulg1,1,0,1,6,0,2,0,10
Moralp1_1,Mortierella alpina AD266 v1.0,https://mycocosm.jgi.doe.gov/Moralp1_1,0,0,7,5,1,1,0,14
Moramoe1,Mortierella alpina KOD1005 v1.0,https://mycocosm.jgi.doe.gov/Moramoe1,0,0,1,4,1,1,0,7
Moramb1,Mortierella ambigua NRRL 28271 v1.0,https://mycocosm.jgi.doe.gov/Moramb1,0,0,1,1,1,1,0,4
Morcap1,Mortierella capitata AV005 v1.0,https://mycocosm.jgi.doe.gov/Morcap1,0,0,3,1,1,1,0,6
Morel2,Mortierella elongata AG-77 v2.0,https://mycocosm.jgi.doe.gov/Morel2,0,0,0,3,0,1,0,4
Morel_U14_1,Mortierella elongata MPI-CAGE-AA-0104 v1.0,https://mycocosm.jgi.doe.gov/Morel_U14_1,0,0,0,1,1,1,0,3
MoeNVP64_1,Mortierella elongata NVP64 v1.0,https://mycocosm.jgi.doe.gov/MoeNVP64_1,0,0,0,1,1,1,0,3
Morgam1,Mortierella gamsii AM1032 v1.0,https://mycocosm.jgi.doe.gov/Morgam1,0,0,0,2,1,1,0,4
Morhum1,Mortierella humilis PMI_1414 v1.0,https://mycocosm.jgi.doe.gov/Morhum1,0,0,3,2,1,1,1,8
Mormin1_1,Mortierella minutissima AD051 v1.0,https://mycocosm.jgi.doe.gov/Mormin1_1,0,0,3,3,1,1,0,8
Mormul1,Mortierella multidivaricata RSA 2152 T v1.0,https://mycocosm.jgi.doe.gov/Mormul1,0,0,0,3,1,1,0,5
MorAD185_1_1,Mortierella sp. AD185 v1.0,https://mycocosm.jgi.doe.gov/MorAD185_1_1,0,0,37,2,1,1,0,41
MorGBAus27b_1,Mortierella sp. GBAus27b v1.0,https://mycocosm.jgi.doe.gov/MorGBAus27b_1,0,0,3,13,1,1,0,18
Morve1,Mortierella verticillata NRRL 6337,https://mycocosm.jgi.doe.gov/Morve1,0,0,4,2,1,1,1,9
Morwol1,Mortierella wolfii NRRL 6351 v1.0,https://mycocosm.jgi.doe.gov/Morwol1,0,0,5,2,1,1,0,9
Mrafri1,Mrakia frigida ATCC 22029 v1.0,https://mycocosm.jgi.doe.gov/Mrafri1,0,0,0,2,0,1,0,3
Mucam1,Mucor ambiguus NBRC 6742,https://mycocosm.jgi.doe.gov/Mucam1,0,0,1,2,2,1,0,6
Muccirc1,Mucor circinelloides f circinelloides 1006PhL,https://mycocosm.jgi.doe.gov/Muccirc1,0,0,1,4,2,1,0,8
Kircor1,Mucor cordense RSA 1222 v1.0,https://mycocosm.jgi.doe.gov/Kircor1,0,0,1,7,2,1,0,11
Mucend1,Mucor endophyticus,https://mycocosm.jgi.doe.gov/Mucend1,0,0,1,2,1,1,0,5
Mucfus1,Mucor fuscus,https://mycocosm.jgi.doe.gov/Mucfus1,0,0,1,0,1,1,0,3
Zyghet1,Mucor heterogamus NRRL 1489 v1.0,https://mycocosm.jgi.doe.gov/Zyghet1,0,0,2,3,1,1,0,7
Muclan1,Mucor lanceolatus,https://mycocosm.jgi.doe.gov/Muclan1,0,0,1,0,1,1,0,3
Muccir1_3,Mucor lusitanicus (circinelloides) MU402 v1.0,https://mycocosm.jgi.doe.gov/Muccir1_3,0,0,1,4,2,1,0,8
Mucci2,Mucor lusitanicus CBS277.49 v2.0,https://mycocosm.jgi.doe.gov/Mucci2,0,0,1,4,2,1,0,8
Mucmuc1,Mucor mucedo NRRL 3635 v1.0,https://mycocosm.jgi.doe.gov/Mucmuc1,0,0,1,4,1,1,0,7
Mucrac1,Mucor racemosus,https://mycocosm.jgi.doe.gov/Mucrac1,0,0,1,2,2,1,0,6
Muloch1,Multifurca ochricompacta BPL690 v1.0,https://mycocosm.jgi.doe.gov/Muloch1,0,0,0,2,2,0,21,25
Mutel1,Mutinus elegans ME.BST v1.0,https://mycocosm.jgi.doe.gov/Mutel1,1,0,8,6,4,1,13,33
Mychet1,Myceliophthora heterothallica CBS 202.75 v1.0,https://mycocosm.jgi.doe.gov/Mychet1,0,2,5,3,11,2,1,24
Myche1,Myceliophthora heterothallica CBS 203.75 v1.0,https://mycocosm.jgi.doe.gov/Myche1,0,2,4,3,11,3,1,24
Corsim1,Myceliophthora similis CBS 632.67 v1.0,https://mycocosm.jgi.doe.gov/Corsim1,1,2,6,5,21,4,3,42
Spoth2,Myceliophthora thermophila (Sporotrichum thermophile) v2.0,https://mycocosm.jgi.doe.gov/Spoth2,0,2,5,2,11,2,2,24
Mycalb1,Mycena albidolilacea CBHHK002 v1.0,https://mycocosm.jgi.doe.gov/Mycalb1,8,2,5,17,18,5,20,75
Mycale1,Mycena alexandri CBHHK200 v1.0,https://mycocosm.jgi.doe.gov/Mycale1,2,2,1,15,5,2,3,30
Mycami1,Mycena amicta BAPX v1.0,https://mycocosm.jgi.doe.gov/Mycami1,0,0,0,14,4,0,8,26
Mycbel1,Mycena belliae CBHHK173m v1.0,https://mycocosm.jgi.doe.gov/Mycbel1,0,1,0,15,2,1,7,26
Mycrub1,Mycena capillaripes Frankland 9286 v1.0,https://mycocosm.jgi.doe.gov/Mycrub1,5,2,2,20,5,2,33,69
Myccro1,Mycena crocata CBHHK184 v1.0,https://mycocosm.jgi.doe.gov/Myccro1,1,1,2,19,5,1,14,43
Mycepi1,Mycena epipterygia CBHHK145m v1.0,https://mycocosm.jgi.doe.gov/Mycepi1,2,2,4,23,9,0,10,50
Mycfil1,Mycena filopes CBHHK001 v1.0,https://mycocosm.jgi.doe.gov/Mycfil1,6,3,3,16,6,0,11,45
Mycflo1,Mycena floridula CBHHK072 v1.0,https://mycocosm.jgi.doe.gov/Mycflo1,2,0,1,9,6,0,4,22
Mycgale1,Mycena galericulata CBHHK162m v1.0,https://mycocosm.jgi.doe.gov/Mycgale1,2,1,2,22,12,1,20,60
Mycgal1,Mycena galopus ATCC-62051 v1.0,https://mycocosm.jgi.doe.gov/Mycgal1,9,9,2,18,16,2,26,82
Mychae1,Mycena haematopus CBHHK189 v1.0,https://mycocosm.jgi.doe.gov/Mychae1,1,0,0,15,8,0,7,31
Myclat1,Mycena latifolia 10383 v1.0,https://mycocosm.jgi.doe.gov/Myclat1,4,2,0,30,7,0,18,61
Myclep1,Mycena leptocephala CBHHK5/15 v1.0,https://mycocosm.jgi.doe.gov/Myclep1,4,2,3,33,17,3,31,93
Mycmac1,Mycena maculata CBHHK188m v1.0,https://mycocosm.jgi.doe.gov/Mycmac1,2,2,2,13,7,0,11,37
Mycmet1,Mycena metata CBHHK182m v1.0,https://mycocosm.jgi.doe.gov/Mycmet1,1,2,3,24,8,1,15,54
Mycoli1,Mycena olivaceomarginata CBHHK47/15 v1.0,https://mycocosm.jgi.doe.gov/Mycoli1,12,1,4,32,34,4,40,127
Mycpol1,Mycena polygramma CBHHK137 v1.0,https://mycocosm.jgi.doe.gov/Mycpol1,3,3,3,30,20,2,24,85
Mycpur1,Mycena pura 9144 v1.0,https://mycocosm.jgi.doe.gov/Mycpur1,3,2,0,24,11,3,16,59
Mycreb1,Mycena rebaudengoi CBHHK068 v1.0,https://mycocosm.jgi.doe.gov/Mycreb1,5,4,1,22,14,3,45,94
